,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,aimedAction
2,2,Liyaohan,6,5,6,9,12,7,"[1977, 2179, 2373, 2557, 2722, 2905, 3692, 3950]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 8], [6, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[8, 7]","[0, 0, 0, 0, 0, 0, 1, 1]",2,4,6,270,
3,3,Liyaohan,7,3,7,11,1,7,"[2024, 2221, 2387, 2553, 2712, 2889, 3678, 4031, 4594, 5650, 6167, 6585, 6805, 6961]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [6, 7], [6, 6], [6, 7], [6, 6], [7, 6], [7, 5], [7, 4], [7, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (0, -1), (0, 1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1)]","[9, 7]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1]",2,8,6,90,
4,4,Liyaohan,4,11,10,11,7,3,"[1926, 2170, 2990, 3132, 3295, 3455, 3610, 3787, 4091, 4398, 4590]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11], [10, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",0,6,8,180,
5,5,Liyaohan,0,5,0,9,7,7,"[1725, 2318, 2551, 3074, 3264, 4239, 4473, 4719, 4915, 5067, 5216, 5369, 5518]","[(7, 7), [6, 7], [6, 6], [6, 5], [6, 6], [6, 7], [6, 6], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5], [0, 5]]","[(-1, 0), (0, -1), (0, -1), (0, 1), (0, 1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[1],"[1, 1, 1, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0]",1,4,7,270,
6,6,Liyaohan,7,4,7,10,0,7,"[2259, 2461, 2709, 2993, 3202, 3631, 3861, 4292, 4564, 4968, 5276, 5491]","[(0, 7), [1, 7], [2, 7], [3, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 6], [7, 5], [7, 4]]","[(1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1,6,7,90,
7,7,Liyaohan,8,4,8,10,14,7,"[2688, 2870, 3050, 3208, 3366, 3708, 3905, 4497, 4745, 5031, 5239]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [10, 7], [10, 8], [9, 8], [8, 8], [8, 9], [8, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2]",1,6,6,270,
8,8,Liyaohan,10,5,10,9,2,7,"[1785, 1958, 2118, 2260, 2593, 2800, 2971, 3134, 3515, 3738]","[(2, 7), [3, 7], [4, 7], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [10, 5]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,8,90,
9,9,Liyaohan,10,4,10,10,4,7,"[1877, 2030, 2193, 2359, 2529, 2698, 3726, 4206, 4770]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [10, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, -1), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1]",special,6,6,90,
0,0,Lujie,3,5,11,5,7,12,"[1781, 2312, 2643, 2914, 3452, 3907, 4313, 4510, 4888, 5376, 5828, 6135, 6441]","[(7, 12), [6, 12], [6, 11], [5, 11], [5, 10], [6, 10], [6, 9], [5, 9], [5, 8], [4, 8], [4, 7], [4, 6], [4, 5], [3, 5]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0)]",[9],"[1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1]",1,8,7,0,
1,1,Lujie,14,4,14,10,8,7,"[2020, 2229, 2443, 2666, 2888, 3521, 4016, 4238, 4494]","[(8, 7), [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 6], [13, 5], [14, 5], [14, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,90,
2,2,Lujie,8,3,8,11,14,7,"[3135, 3334, 3494, 3810, 3927, 4292, 4550, 4786, 5121, 5310, 5788, 6026]","[(14, 7), [13, 7], [13, 6], [12, 6], [12, 5], [12, 4], [11, 4], [10, 4], [9, 4], [9, 3], [9, 2], [8, 2], [8, 3]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, 1)]","[9, 5]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,8,6,270,
3,3,Lujie,5,6,9,6,7,13,"[1925, 2151, 2366, 2596, 2759, 3066, 3172, 3663, 3921, 4148, 4389]","[(7, 13), [7, 12], [7, 11], [6, 11], [6, 10], [6, 11], [6, 10], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6]]","[(0, -1), (0, -1), (-1, 0), (0, -1), (0, 1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[5],"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",1,4,7,0,
4,4,Lujie,3,3,3,11,11,7,"[1810, 2022, 2396, 2545, 2918, 3081, 3415, 3670, 4007, 4187, 4473, 4706, 5885, 6119]","[(11, 7), [10, 7], [9, 7], [9, 6], [8, 6], [8, 5], [7, 5], [6, 5], [5, 5], [5, 4], [4, 4], [3, 4], [4, 4], [4, 3], [3, 3]]","[(-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (1, 0), (0, -1), (-1, 0)]",[12],"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]",1,8,8,270,
5,5,Lujie,9,4,9,10,1,7,"[1925, 2193, 2466, 2685, 2913, 3139, 3520, 3785, 4023, 4244, 4503, 4777, 5026]","[(1, 7), [2, 7], [3, 7], [3, 6], [4, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [7, 5], [8, 5], [8, 4], [9, 4]]","[(1, 0), (1, 0), (0, -1), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[5],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,6,8,90,
6,6,Lujie,5,5,9,5,7,13,"[2127, 2383, 2612, 3032, 3301, 3541, 3860, 4202, 4406, 4698, 4891, 5121]","[(7, 13), [7, 12], [6, 12], [6, 11], [6, 10], [6, 9], [6, 8], [6, 7], [5, 7], [5, 6], [6, 6], [6, 5], [5, 5]]","[(0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (1, 0), (0, -1), (-1, 0)]",[],"[0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1]",0,4,8,0,
7,7,Lujie,4,4,10,4,7,11,"[1820, 2057, 2280, 2554, 2855, 3119, 3369, 3632, 3884, 4089, 5330, 5501]","[(7, 11), [6, 11], [6, 10], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [4, 5], [5, 5], [5, 4], [4, 4]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (0, -1), (-1, 0)]",[10],"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1,6,7,0,
8,8,Lujie,5,14,9,14,7,8,"[1977, 2195, 2809, 3080, 3242, 3555, 3755, 4052, 4281, 4542, 4791, 5073]","[(7, 8), [7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [7, 10], [7, 11], [6, 11], [6, 12], [5, 12], [5, 13], [5, 14]]","[(0, -1), (0, 1), (-1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1)]","[1, 4]","[0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0]",2,4,6,180,
9,9,Lujie,3,8,11,8,7,1,"[2043, 2274, 2510, 2730, 3152, 5201, 5415, 5672, 5926, 6196, 6354, 6695, 6868]","[(7, 1), [7, 2], [7, 3], [7, 4], [8, 4], [7, 4], [8, 4], [8, 5], [9, 5], [9, 6], [10, 6], [10, 7], [10, 8], [11, 8]]","[(0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]",[4],"[0, 0, 0, 1, 1, 2, 0, 2, 0, 2, 0, 0, 2]",special,8,7,180,
0,0,Mengxiangbao,5,9,9,9,7,1,"[3410, 4266, 4664, 4876, 5053, 5222, 5396, 5567, 5755, 6102, 6476, 6880]","[(7, 1), [7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9]]","[(0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,180,
1,1,Mengxiangbao,7,5,7,9,0,7,"[2800, 3348, 3539, 3725, 4549, 5022, 5255, 5476, 5897, 6602, 7023, 7213, 7434]","[(0, 7), [0, 6], [1, 6], [1, 7], [2, 7], [2, 6], [3, 6], [4, 6], [5, 6], [4, 6], [4, 5], [5, 5], [6, 5], [7, 5]]","[(0, -1), (1, 0), (0, 1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (-1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]","[3, 9]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",2,4,7,90,
2,2,Mengxiangbao,11,5,11,9,5,7,"[2183, 2356, 2523, 2699, 3146, 3328, 3764, 4143]","[(5, 7), [6, 7], [7, 7], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [11, 5]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 1]",1,4,6,90,
3,3,Mengxiangbao,0,3,0,11,8,7,"[1758, 2494, 2675, 2865, 3032, 3200, 3862, 4159, 4332, 4530, 4839, 5021, 5330, 5704, 5930, 6125]","[(8, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3], [4, 2], [3, 2], [3, 3], [2, 3], [1, 3], [0, 3]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",1,8,8,270,
4,4,Mengxiangbao,4,14,10,14,7,8,"[1635, 1830, 1985, 2167, 2411, 2632, 2856, 3772, 4036, 4530, 4850]","[(7, 8), [7, 9], [7, 10], [7, 11], [7, 12], [6, 12], [5, 12], [4, 12], [4, 13], [4, 12], [4, 13], [4, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, 1), (0, 1)]",[9],"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",1,6,6,180,
5,5,Mengxiangbao,14,3,14,11,8,7,"[1802, 2009, 2193, 2554, 2685, 2883, 3061, 3250, 3416, 3704, 3879, 4071]","[(8, 7), [8, 6], [8, 7], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8], [13, 8], [14, 8], [14, 9], [14, 10], [14, 11]]","[(0, -1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]",[1],"[2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,8,6,90,
6,6,Mengxiangbao,13,4,13,10,6,7,"[1722, 1905, 2088, 2262, 2436, 2595, 2776, 2944, 3107, 3277, 3929, 4149, 4368, 4680]","[(6, 7), [7, 7], [8, 7], [8, 6], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 6], [14, 5], [14, 4], [13, 4]]","[(1, 0), (1, 0), (0, -1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (-1, 0)]","[3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",2,6,7,90,
7,7,Mengxiangbao,11,4,11,10,3,7,"[1664, 2225, 2407, 2573, 2775, 2975, 3140, 3320, 3497, 3989, 4280, 4509, 4693]","[(3, 7), [3, 8], [4, 8], [5, 8], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 6], [11, 5], [11, 4]]","[(0, 1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1)]",[4],"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1,6,8,90,
8,8,Mengxiangbao,3,5,11,5,7,12,"[1811, 2151, 2348, 2545, 2718, 2905, 3076, 3263, 3556, 3710, 3910]","[(7, 12), [8, 12], [8, 11], [8, 10], [8, 9], [8, 8], [8, 7], [8, 6], [8, 5], [9, 5], [10, 5], [11, 5]]","[(1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]",[],"[2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",0,8,7,0,
9,9,Mengxiangbao,0,5,0,9,8,7,"[1875, 2069, 2253, 2450, 2640, 2838, 3035, 3281, 3619, 3843, 4141, 4370]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [0, 7], [0, 8], [0, 7], [0, 6], [0, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",special,4,8,270,
0,0,Wangge,14,3,14,11,7,7,"[1992, 2202, 2473, 2634, 2767, 2904, 3025, 3536, 3728, 3888, 4048]","[(7, 7), [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 8], [14, 9], [14, 10], [14, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,8,7,90,
1,1,Wangge,7,4,7,10,13,7,"[1862, 2025, 2155, 2288, 2405, 2544, 2663, 2783, 3122, 3499, 3688]","[(13, 7), [12, 7], [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [9, 6], [8, 6], [7, 6], [7, 5], [7, 4]]","[(-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1)]","[7, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,6,6,270,
2,2,Wangge,9,4,9,10,1,7,"[1924, 2077, 2205, 2331, 2525, 2754, 2881, 3285, 3501, 3683, 3811, 4166, 4475]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [10, 9], [10, 10], [9, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (-1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",1,6,8,90,
3,3,Wangge,11,5,11,9,5,7,"[1797, 1956, 2100, 2225, 2353, 2475, 2587, 2986, 3210, 3586]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 8], [12, 9], [11, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (-1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",1,4,6,90,
4,4,Wangge,10,5,10,9,3,7,"[1828, 1997, 2164, 2424, 2612, 2790, 2973, 3374, 3647, 3846, 4010]","[(3, 7), [4, 7], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [7, 6], [7, 5], [8, 5], [9, 5], [10, 5]]","[(1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]","[2, 7]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,4,7,90,
5,5,Wangge,1,3,1,11,9,7,"[1894, 2082, 2263, 2424, 2601, 2775, 2941, 3108, 3348, 3529, 3692, 3838]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,8,8,270,
6,6,Wangge,5,11,9,11,7,3,"[1805, 1966, 2116, 2274, 2425, 2582, 2732, 2871, 3187, 3366]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11], [5, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,180,
7,7,Wangge,4,13,10,13,7,6,"[1781, 1954, 2110, 2294, 2465, 2635, 2797, 2966, 3133, 3477, 3678, 3837]","[(7, 6), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [8, 13], [9, 13], [10, 13]]","[(0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,6,7,180,
8,8,Wangge,3,3,11,3,7,9,"[2020, 2192, 2348, 2521, 2698, 2884, 3094, 3322, 3522, 3712, 3902, 4079, 4275, 4528]","[(7, 9), [7, 8], [8, 8], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3], [8, 4], [7, 4], [6, 4], [5, 4], [4, 4], [3, 4], [3, 3]]","[(0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[8, 2]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",2,8,6,0,
9,9,Wangge,3,5,11,5,7,12,"[1802, 2027, 2196, 2360, 2516, 2704, 2975, 3163, 3329, 3492, 3668, 3836, 4000]","[(7, 12), [8, 12], [7, 12], [6, 12], [5, 12], [4, 12], [3, 12], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[1],"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",special,8,7,0,
0,0,Zhaimin,5,4,5,10,11,7,"[5527, 6064, 6553, 7044, 7682, 9388, 9662, 9857, 10348, 11542, 11957]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [5, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[5],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0]",1,6,6,270,
1,1,Zhaimin,3,9,11,9,7,1,"[7378, 7641, 7778, 7937, 8096, 8261, 8508, 8721, 8903, 9727, 10305, 11118, 11313, 11522, 11704, 12139]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 9], [8, 9], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,8,8,180,
2,2,Zhaimin,4,3,10,3,7,10,"[2445, 2637, 2817, 2978, 3119, 3291, 3462, 4483, 4699, 5167, 6687, 6920]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 5], [6, 5], [5, 5], [4, 5], [4, 4], [4, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",1,6,7,0,
3,3,Zhaimin,5,14,9,14,7,7,"[2306, 3348, 3965, 4135, 4291, 4427, 4553, 4698, 5139, 5318, 5503, 6336, 6727]","[(7, 7), [7, 6], [7, 7], [7, 8], [7, 9], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [6, 14], [5, 14]]","[(0, -1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]","[5, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,7,180,
4,4,Zhaimin,4,13,10,13,7,5,"[2001, 3383, 3542, 3693, 3862, 4031, 4188, 4339, 4488, 4660, 4953, 5706, 6178, 6338, 6572]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [7, 13], [6, 13], [5, 13], [4, 13]]","[(0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1,6,8,180,
5,5,Zhaimin,13,3,13,11,7,7,"[2864, 3238, 3386, 3599, 3763, 3888, 5412, 5579, 5745, 6115]","[(7, 7), [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 8], [13, 9], [13, 10], [13, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,8,6,90,
6,6,Zhaimin,3,7,11,7,7,14,"[2761, 2970, 3131, 3300, 3468, 3623, 3897, 4500, 4765, 4989, 5449]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,8,7,0,
7,7,Zhaimin,14,5,14,9,8,7,"[2244, 2643, 2838, 2986, 3096, 3319, 3871, 4658]","[(8, 7), [9, 7], [10, 7], [11, 7], [12, 7], [12, 8], [13, 8], [14, 8], [14, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,90,
8,8,Zhaimin,14,5,14,9,6,7,"[1902, 2810, 2968, 3132, 3315, 3908, 4182, 4656, 4928, 5245, 5624, 6093]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [9, 8], [10, 8], [11, 8], [12, 8], [13, 8], [14, 8], [14, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[5, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,90,
9,9,Zhaimin,2,4,2,10,10,7,"[2661, 2876, 3050, 3223, 3381, 3558, 3728, 4122, 4761, 4984, 5491, 5729, 6159]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 7], [2, 6], [2, 5], [2, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",special,6,8,270,
0,0,Yangfangfang,10,5,10,9,4,7,"[3723, 3844, 4027, 5114, 5644, 5839, 6013, 6184, 7335, 7829, 8210, 9006]","[(4, 7), [4, 6], [4, 5], [4, 4], [4, 5], [5, 5], [6, 5], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [10, 5]]","[(0, -1), (0, -1), (0, -1), (0, 1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[7],"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,4,6,90,
